-9.10969054095085,4.75808742979981e-09,0,0,0,0,0,0,0,0,4.75808742979981e-09,0,0,0,2.48993764938404e-05
-9.08672942068129,5.132735314779e-09,0,0,0,0,0,0,0,0,5.132735314779e-09,0,0,0,2.48993764938404e-05
-9.06376830041172,5.53598014077369e-09,0,0,0,0,0,0,0,0,5.53598014077369e-09,0,0,0,2.48993764938404e-05
-9.04080718014216,5.96993195530339e-09,0,0,0,0,0,0,0,0,5.96993195530339e-09,0,0,0,2.48993764938404e-05
-9.0178460598726,6.43685078830173e-09,0,0,0,0,0,0,0,0,6.43685078830173e-09,0,0,0,2.48993764938404e-05
-8.99488493960304,6.93915687768057e-09,0,0,0,0,0,0,0,0,6.93915687768057e-09,0,0,0,2.48993764938404e-05
-8.97192381933348,7.47944155988748e-09,0,0,0,0,0,0,0,0,7.47944155988748e-09,0,0,0,2.48993764938404e-05
-8.94896269906392,8.06047886639881e-09,0,0,0,0,0,0,0,0,8.06047886639881e-09,0,0,0,2.48993764938404e-05
-8.92600157879435,8.68523786945591e-09,0,0,0,0,0,0,0,0,8.68523786945591e-09,0,0,0,2.48993764938404e-05
-8.90304045852479,9.35689582283938e-09,0,0,0,0,0,0,0,0,9.35689582283938e-09,0,0,0,2.48993764938404e-05
-8.88007933825523,1.00788521460923e-08,0,0,0,0,0,0,0,0,1.00788521460923e-08,0,0,0,2.48993764938404e-05
-8.85711821798567,1.08547433033662e-08,0,0,0,0,0,0,0,0,1.08547433033662e-08,0,0,0,2.48993764938404e-05
-8.83415709771611,1.16884586309588e-08,0,0,0,0,0,0,0,0,1.16884586309588e-08,0,0,0,2.48993764938404e-05
-8.81119597744654,1.25841571706714e-08,0,0,0,0,0,0,0,0,1.25841571706714e-08,0,0,0,2.48993764938404e-05
-8.78823485717698,1.35462855693194e-08,0,0,0,0,0,0,0,0,1.35462855693194e-08,0,0,0,2.48993764938404e-05
-8.76527373690742,1.45795971081105e-08,0,0,0,0,0,0,0,0,1.45795971081105e-08,0,0,0,2.48993764938404e-05
-8.74231261663786,1.56891719291523e-08,0,0,0,0,0,0,0,0,1.56891719291523e-08,0,0,0,2.48993764938404e-05
-8.7193514963683,1.68804385300793e-08,0,0,0,0,0,0,0,0,1.68804385300793e-08,0,0,0,2.48993764938404e-05
-8.69639037609874,1.81591966017171e-08,0,0,0,0,0,0,0,0,1.81591966017171e-08,0,0,0,2.48993764938404e-05
-8.67342925582918,1.95316412878072e-08,0,0,0,0,0,0,0,0,1.95316412878072e-08,0,0,0,2.48993764938404e-05
